SchoolName,Id,SchoolId,StateId,StateName,StatePrefix,RegionId,RegionName,UniqueId
Bankura,1057,505,36,West Bengal,WB,6,Patna,6361057
Bardhaman,1063,502,36,West Bengal,WB,6,Patna,6361063
Birbhum-1,1098,503,36,West Bengal,WB,6,Patna,6361098
Cooch Behar,1135,501,36,West Bengal,WB,6,Patna,6361135
Darjeeling,1145,500,36,West Bengal,WB,6,Patna,6361145
Hooghly,1245,498,36,West Bengal,WB,6,Patna,6361245
Howrah,1248,496,36,West Bengal,WB,6,Patna,6361248
Jalpaigauri-1,1261,489,36,West Bengal,WB,6,Patna,6361261
Murshidabad,1405,481,36,West Bengal,WB,6,Patna,6361405
Nadia,1409,478,36,West Bengal,WB,6,Patna,6361409
North 24 Parganas,1433,476,36,West Bengal,WB,6,Patna,6361433
Paschim Medinipur,1456,858,36,West Bengal,WB,6,Patna,6361456
Purba Medinpur,1477,859,36,West Bengal,WB,6,Patna,6361477
Purulia,1480,474,36,West Bengal,WB,6,Patna,6361480
South 24 Parganas-2,1567,465,36,West Bengal,WB,6,Patna,6361567
South Dinajpur,1570,861,36,West Bengal,WB,6,Patna,6361570
Uttar Dinajpur,1618,860,36,West Bengal,WB,6,Patna,6361618
Dadra And Nagar Haveli,1137,547,8,Dadra And Nagar Haveli,DN,7,Pune,7081137
Daman,1140,549,9,Daman & Diu,DD,7,Pune,7091140
Diu,1170,551,9,Daman & Diu,DD,7,Pune,7091170
North Goa,1437,558,11,Goa,GA,7,Pune,7111437
South Goa,1572,560,11,Goa,GA,7,Pune,7111572
Ahmedabad,1004,836,12,Gujarat,GJ,7,Pune,7121004
Amreli,1020,562,12,Gujarat,GJ,7,Pune,7121020
Anand,1024,749,12,Gujarat,GJ,7,Pune,7121024
Aravalli,1031,170,12,Gujarat,GJ,7,Pune,7121031
Banaskatha,1051,565,12,Gujarat,GJ,7,Pune,7121051
Bharuch,1083,567,12,Gujarat,GJ,7,Pune,7121083
Bhavnagar,1084,569,12,Gujarat,GJ,7,Pune,7121084
Botad,1103,837,12,Gujarat,GJ,7,Pune,7121103
Chhota Udepur,1125,877,12,Gujarat,GJ,7,Pune,7121125
Dahod-1,1138,570,12,Gujarat,GJ,7,Pune,7121138
Dahod-2,1139,572,12,Gujarat,GJ,7,Pune,7121139
Dang,1142,574,12,Gujarat,GJ,7,Pune,7121142
Dwarka,1175,840,12,Gujarat,GJ,7,Pune,7121175
Gandhinagar,1205,577,12,Gujarat,GJ,7,Pune,7121205
Jamnagar,1264,579,12,Gujarat,GJ,7,Pune,7121264
Junagadh-1,1281,147,12,Gujarat,GJ,7,Pune,7121281
Junagadh-2,1282,792,12,Gujarat,GJ,7,Pune,7121282
Kheda,1316,149,12,Gujarat,GJ,7,Pune,7121316
Kutch,1348,152,12,Gujarat,GJ,7,Pune,7121348
Mahisagar,1373,794,12,Gujarat,GJ,7,Pune,7121373
Mehsana,1390,155,12,Gujarat,GJ,7,Pune,7121390
Morbi,1399,876,12,Gujarat,GJ,7,Pune,7121399
Narmada,1422,157,12,Gujarat,GJ,7,Pune,7121422
Navsari,1426,160,12,Gujarat,GJ,7,Pune,7121426
Panchmahal,1451,162,12,Gujarat,GJ,7,Pune,7121451
Patan,1457,163,12,Gujarat,GJ,7,Pune,7121457
Porbandar,1469,164,12,Gujarat,GJ,7,Pune,7121469
Rajkot,1488,166,12,Gujarat,GJ,7,Pune,7121488
Sabarkantha-1,1510,757,12,Gujarat,GJ,7,Pune,7121510
Surat,1585,875,12,Gujarat,GJ,7,Pune,7121585
Surendranagar,1586,174,12,Gujarat,GJ,7,Pune,7121586
Tapi,1589,798,12,Gujarat,GJ,7,Pune,7121589
Vadodara,1620,178,12,Gujarat,GJ,7,Pune,7121620
Valsad,1622,180,12,Gujarat,GJ,7,Pune,7121622
Ahmednagar,1005,307,21,Maharashtra,MH,7,Pune,7211005
Akola,1007,310,21,Maharashtra,MH,7,Pune,7211007
Amravti,1019,314,21,Maharashtra,MH,7,Pune,7211019
Aurangabad,1035,318,21,Maharashtra,MH,7,Pune,7211035
Beed,1073,323,21,Maharashtra,MH,7,Pune,7211073
Bhandara,1081,321,21,Maharashtra,MH,7,Pune,7211081
Buldana,1108,326,21,Maharashtra,MH,7,Pune,7211108
Chandrapur,1120,329,21,Maharashtra,MH,7,Pune,7211120
Dhule,1164,332,21,Maharashtra,MH,7,Pune,7211164
Gadchiroli,1202,335,21,Maharashtra,MH,7,Pune,7211202
Gondia,1222,338,21,Maharashtra,MH,7,Pune,7211222
Hingoli,1243,343,21,Maharashtra,MH,7,Pune,7211243
Jalgaon,1258,346,21,Maharashtra,MH,7,Pune,7211258
Jalna,1259,349,21,Maharashtra,MH,7,Pune,7211259
Kolhapur,1331,352,21,Maharashtra,MH,7,Pune,7211331
Latur,1356,355,21,Maharashtra,MH,7,Pune,7211356
Nagpur,1412,358,21,Maharashtra,MH,7,Pune,7211412
Nanded,1418,363,21,Maharashtra,MH,7,Pune,7211418
Nandurbar-1,1419,366,21,Maharashtra,MH,7,Pune,7211419
Nandurbar-2,1420,806,21,Maharashtra,MH,7,Pune,7211420
Nasik,1424,374,21,Maharashtra,MH,7,Pune,7211424
Osmanabad,1442,376,21,Maharashtra,MH,7,Pune,7211442
Parbhani,1455,378,21,Maharashtra,MH,7,Pune,7211455
Pune,1476,381,21,Maharashtra,MH,7,Pune,7211476
Raigad,1483,385,21,Maharashtra,MH,7,Pune,7211483
Ratnagiri,1500,386,21,Maharashtra,MH,7,Pune,7211500
Sangli,1519,389,21,Maharashtra,MH,7,Pune,7211519
Satara,1522,392,21,Maharashtra,MH,7,Pune,7211522
Sindhudurg,1551,394,21,Maharashtra,MH,7,Pune,7211551
Solapur,1562,396,21,Maharashtra,MH,7,Pune,7211562
Thane,1593,399,21,Maharashtra,MH,7,Pune,7211593
Wardha,1628,402,21,Maharashtra,MH,7,Pune,7211628
Washim,1629,405,21,Maharashtra,MH,7,Pune,7211629
Yavatmal,1647,408,21,Maharashtra,MH,7,Pune,7211647
Anjaw,1028,198,3,Arunachal Pradesh,AR,8,Shillong,8031028
Changlang,1121,201,3,Arunachal Pradesh,AR,8,Shillong,8031121
Dibang Valley,1165,220,3,Arunachal Pradesh,AR,8,Shillong,8031165
East Kameng,1182,206,3,Arunachal Pradesh,AR,8,Shillong,8031182
East Siang,1185,748,3,Arunachal Pradesh,AR,8,Shillong,8031185
Kra Daadi,1341,216,3,Arunachal Pradesh,AR,8,Shillong,8031341
Longding,1359,224,3,Arunachal Pradesh,AR,8,Shillong,8031359
Lower Dibang Valley,1361,863,3,Arunachal Pradesh,AR,8,Shillong,8031361
Lower Subansiri,1362,226,3,Arunachal Pradesh,AR,8,Shillong,8031362
Namsai,1417,230,3,Arunachal Pradesh,AR,8,Shillong,8031417
Papum Pare,1454,233,3,Arunachal Pradesh,AR,8,Shillong,8031454
Tawang,1591,237,3,Arunachal Pradesh,AR,8,Shillong,8031591
Tirap,1599,878,3,Arunachal Pradesh,AR,8,Shillong,8031599
Upper Siang,1616,241,3,Arunachal Pradesh,AR,8,Shillong,8031616
Upper Subansiri,1617,249,3,Arunachal Pradesh,AR,8,Shillong,8031617
West Kameng,1635,746,3,Arunachal Pradesh,AR,8,Shillong,8031635
West Siang,1638,252,3,Arunachal Pradesh,AR,8,Shillong,8031638
Baksa,1043,257,4,Assam,AS,8,Shillong,8041043
Barpeta,1068,259,4,Assam,AS,8,Shillong,8041068
Bongaigaon,1102,262,4,Assam,AS,8,Shillong,8041102
Cachar,1111,270,4,Assam,AS,8,Shillong,8041111
Chirang,1128,274,4,Assam,AS,8,Shillong,8041128
Darrang,1146,277,4,Assam,AS,8,Shillong,8041146
Dhemaji,1160,280,4,Assam,AS,8,Shillong,8041160
Dhubri,1163,283,4,Assam,AS,8,Shillong,8041163
Dibrugarh,1166,286,4,Assam,AS,8,Shillong,8041166
Dima Hasao,1167,289,4,Assam,AS,8,Shillong,8041167
Goalpara,1217,293,4,Assam,AS,8,Shillong,8041217
Golaghat,1219,296,4,Assam,AS,8,Shillong,8041219
Hailakandi,1232,301,4,Assam,AS,8,Shillong,8041232
Jorhat,1280,299,4,Assam,AS,8,Shillong,8041280
Kamrup,1289,309,4,Assam,AS,8,Shillong,8041289
Karbi Anglong,1299,316,4,Assam,AS,8,Shillong,8041299
Karimganj,1301,324,4,Assam,AS,8,Shillong,8041301
Kokrajhar,1328,793,4,Assam,AS,8,Shillong,8041328
Lakhimpur,1351,327,4,Assam,AS,8,Shillong,8041351
Morigaon,1401,330,4,Assam,AS,8,Shillong,8041401
Nagaon,1410,334,4,Assam,AS,8,Shillong,8041410
Nalbari,1415,336,4,Assam,AS,8,Shillong,8041415
Sivasagar,1559,339,4,Assam,AS,8,Shillong,8041559
Sonitpur,1566,341,4,Assam,AS,8,Shillong,8041566
Tinsukia,1598,344,4,Assam,AS,8,Shillong,8041598
Udalguri,1604,348,4,Assam,AS,8,Shillong,8041604
West Karbianglong,1636,791,4,Assam,AS,8,Shillong,8041636
Bishnupur,1099,411,22,Manipur,MN,8,Shillong,8221099
Chandel,1118,414,22,Manipur,MN,8,Shillong,8221118
Churachandpur,1133,417,22,Manipur,MN,8,Shillong,8221133
East Imphal,1180,422,22,Manipur,MN,8,Shillong,8221180
Senapati-1,1527,425,22,Manipur,MN,8,Shillong,8221527
Senapati-2,1528,429,22,Manipur,MN,8,Shillong,8221528
Tamenglong,1588,431,22,Manipur,MN,8,Shillong,8221588
Thoubal,1595,436,22,Manipur,MN,8,Shillong,8221595
Ukhrul-1,1610,439,22,Manipur,MN,8,Shillong,8221610
Ukhrul-3,1611,443,22,Manipur,MN,8,Shillong,8221611
West Imphal,1633,446,22,Manipur,MN,8,Shillong,8221633
East Garo Hills,1177,447,23,Meghalaya,ML,8,Shillong,8231177
East Jaintia Hills,1181,816,23,Meghalaya,ML,8,Shillong,8231181
East Khasi Hills-1,1183,454,23,Meghalaya,ML,8,Shillong,8231183
East Khasi Hills-2,1184,459,23,Meghalaya,ML,8,Shillong,8231184
North Garo Hills,1436,818,23,Meghalaya,ML,8,Shillong,8231436
Ri Bhoi,1505,472,23,Meghalaya,ML,8,Shillong,8231505
South Garo Hills,1571,485,23,Meghalaya,ML,8,Shillong,8231571
South West Garo Hills,1576,750,23,Meghalaya,ML,8,Shillong,8231576
South West Khasi Hills,1577,822,23,Meghalaya,ML,8,Shillong,8231577
West Garo Hills,1631,882,23,Meghalaya,ML,8,Shillong,8231631
West Jaintia Hills,1634,492,23,Meghalaya,ML,8,Shillong,8231634
West Khasi Hills,1637,494,23,Meghalaya,ML,8,Shillong,8231637
Alzawal,1015,495,24,Mizoram,MZ,8,Shillong,8241015
Champhai,1116,497,24,Mizoram,MZ,8,Shillong,8241116
Kolasib,1330,499,24,Mizoram,MZ,8,Shillong,8241330
Lawngtlai,1357,510,24,Mizoram,MZ,8,Shillong,8241357
Lunglei,1365,511,24,Mizoram,MZ,8,Shillong,8241365
Mamit,1379,513,24,Mizoram,MZ,8,Shillong,8241379
Saiha,1515,733,24,Mizoram,MZ,8,Shillong,8241515
Serchip,1531,514,24,Mizoram,MZ,8,Shillong,8241531
Dimapur,1168,516,25,Nagaland,NL,8,Shillong,8251168
Kiphire,1322,734,25,Nagaland,NL,8,Shillong,8251322
Kohima,1327,518,25,Nagaland,NL,8,Shillong,8251327
Longleng,1360,520,25,Nagaland,NL,8,Shillong,8251360
Mokukchung,1396,522,25,Nagaland,NL,8,Shillong,8251396
Mon,1397,524,25,Nagaland,NL,8,Shillong,8251397
Peren,1463,526,25,Nagaland,NL,8,Shillong,8251463
Phek,1464,527,25,Nagaland,NL,8,Shillong,8251464
Tuensang,1601,529,25,Nagaland,NL,8,Shillong,8251601
Wokha,1642,531,25,Nagaland,NL,8,Shillong,8251642
Zunheboto,1648,533,25,Nagaland,NL,8,Shillong,8251648
East Sikkim,1186,862,30,Sikkim,SK,8,Shillong,8301186
North Sikkim,1438,699,30,Sikkim,SK,8,Shillong,8301438
South Sikkim,1573,698,30,Sikkim,SK,8,Shillong,8301573
West Sikkim,1639,697,30,Sikkim,SK,8,Shillong,8301639
Dhalai,1155,687,33,Tripura,TR,8,Shillong,8331155
Gomati,1220,685,33,Tripura,TR,8,Shillong,8331220
Khowai,1317,686,33,Tripura,TR,8,Shillong,8331317
North Tripura,1439,781,33,Tripura,TR,8,Shillong,8331439
Shepahijala,1541,846,33,Tripura,TR,8,Shillong,8331541
South Tripura,1574,847,33,Tripura,TR,8,Shillong,8331574
Unokoti,1615,871,33,Tripura,TR,8,Shillong,8331615
West Tripura,1641,849,33,Tripura,TR,8,Shillong,8331641
